Name;Coord;Winner;Fitness;TownLifeSum;Score;GameTime
EA30;<437, 5, 200>;False;-3;13;15;8250
EA31;<437, 5, 200>;False;-10;86;0;8250
EA32;<437, 5, 200>;False;-14;28;85;8250
EA33;<437, 5, 200>;False;-15;17;110;8250
EA34;<437, 5, 200>;False;-7;39;20;8250
EA35;<437, 5, 200>;False;-3;15;15;8250
EA36;<437, 5, 200>;False;-10;86;0;8250
EA37;<437, 5, 200>;False;-8;50;20;8250
EA38;<437, 5, 200>;False;-10;86;0;8250
EA39;<437, 5, 200>;False;-10;86;0;8250
EA40;<437, 5, 200>;False;-4;20;15;8250
EA41;<437, 5, 200>;False;-5;12;35;8250
EA42;<437, 5, 200>;False;-2;3;20;8250
EA43;<437, 5, 200>;False;-3;12;15;8250
EA44;<437, 5, 200>;False;-3;15;15;8250
EA45;<437, 5, 200>;False;-15;32;90;8250
EA46;<437, 5, 200>;False;-7;25;35;8800
EA47;<437, 5, 200>;False;-10;86;0;8250
EA48;<437, 5, 200>;False;-8;13;55;8250
EA49;<437, 5, 200>;False;-3;4;20;8250
EA50;<437, 5, 200>;False;-14;28;90;8250
EA51;<437, 5, 200>;False;-4;13;20;8250
EA52;<437, 5, 200>;False;-3;9;20;8250
EA53;<437, 5, 200>;False;-10;85;0;8250
EA54;<437, 5, 200>;False;-3;14;15;8250
EA55;<437, 5, 200>;False;-6;15;35;8800
EA56;<437, 5, 200>;False;-3;15;15;8250
EA57;<437, 5, 200>;False;-10;86;0;8250
EA58;<437, 5, 200>;False;-10;62;20;8250
EA59;<437, 5, 200>;False;-5;6;40;8250
EA60;<437, 5, 200>;False;-4;15;20;8250
EA61;<437, 5, 200>;False;-10;85;0;8250
EA62;<437, 5, 200>;False;-15;14;110;8250
EA63;<437, 5, 200>;False;-8;49;20;8250
EA64;<437, 5, 200>;False;-4;17;15;8250
EA65;<437, 5, 200>;False;-10;86;0;8250
EA66;<437, 5, 200>;False;-15;32;90;8250
EA67;<437, 5, 200>;False;-7;13;50;8250
EA68;<437, 5, 200>;False;-3;12;15;8250
EA69;<437, 5, 200>;False;-7;22;35;8800
EA70;<437, 5, 200>;False;-10;86;0;8250
EA71;<437, 5, 200>;False;-5;23;20;8250
EA72;<437, 5, 200>;False;-4;12;20;8250
EA73;<437, 5, 200>;False;-2;8;15;8250
EA74;<437, 5, 200>;False;-10;86;0;8250
EA75;<437, 5, 200>;False;-6;51;0;8250
EA76;<437, 5, 200>;False;-10;67;20;8250
EA77;<437, 5, 200>;False;-10;85;0;8250
EA78;<437, 5, 200>;False;-2;1;15;8250
EA79;<437, 5, 200>;False;-13;41;70;8250
EA80;<437, 5, 200>;False;-8;31;40;8250
EA81;<437, 5, 200>;False;-4;12;20;8250
EA82;<437, 5, 200>;False;-8;44;20;8250
EA83;<437, 5, 200>;False;-10;62;20;8250
EA84;<437, 5, 200>;False;-11;68;20;8250
EA85;<437, 5, 200>;False;-14;29;85;8250
EA86;<437, 5, 200>;False;-5;32;15;8250
EA87;<437, 5, 200>;False;-7;39;20;8250
EA88;<437, 5, 200>;False;-10;86;0;8250
EA89;<437, 5, 200>;False;-3;15;15;8250
EA90;<437, 5, 200>;False;-5;23;20;8250
EA91;<437, 5, 200>;False;-8;33;35;8800
EA92;<437, 5, 200>;False;-14;29;90;8250
EA93;<437, 5, 200>;False;-5;23;20;8250
EA94;<437, 5, 200>;False;-15;30;90;8250
EA95;<437, 5, 200>;False;-10;86;0;8250
EA96;<437, 5, 200>;False;-3;13;15;8250
EA97;<437, 5, 200>;False;-3;15;15;8250
EA98;<437, 5, 200>;False;-3;13;15;8250
EA99;<437, 5, 200>;False;-9;17;55;8250
EA0;<437, 5, 200>;False;-10;86;0;8250
EA1;<437, 5, 200>;False;-4;16;20;8250
EA2;<437, 5, 200>;False;-10;85;0;8250
EA3;<437, 5, 200>;False;-8;48;20;8250
EA4;<437, 5, 200>;False;-5;21;20;8250
EA5;<437, 5, 200>;False;-10;85;0;8250
EA6;<437, 5, 200>;False;-10;86;0;8250
EA7;<437, 5, 200>;False;-10;86;0;8250
EA8;<437, 5, 200>;False;-10;85;0;8250
EA9;<437, 5, 200>;False;-10;84;0;8250
EA10;<437, 5, 200>;False;-3;16;15;8250
EA11;<437, 5, 200>;False;-10;85;0;8250
EA12;<437, 5, 200>;False;-7;17;45;8250
EA13;<437, 5, 200>;False;-5;26;15;8250
EA14;<437, 5, 200>;False;-10;87;0;8250
EA15;<437, 5, 200>;False;-10;85;0;8250
EA16;<437, 5, 200>;False;-7;26;35;8250
EA17;<437, 5, 200>;False;-10;86;0;8250
EA18;<437, 5, 200>;False;-10;64;20;8250
EA19;<437, 5, 200>;False;-10;67;20;8250
EA20;<437, 5, 200>;False;-10;87;0;8250
EA21;<437, 5, 200>;False;-9;22;55;8250
EA22;<437, 5, 200>;False;-10;84;0;8250
EA23;<437, 5, 200>;False;-8;45;20;8250
EA24;<437, 5, 200>;False;-10;85;0;8250
EA25;<437, 5, 200>;False;-11;88;0;8250
EA26;<437, 5, 200>;False;-10;85;0;8250
EA27;<437, 5, 200>;False;-6;20;35;9350
EA28;<437, 5, 200>;False;-3;16;15;8250
EA29;<437, 5, 200>;False;-10;85;0;8250
EA30;<437, 5, 200>;False;-10;84;0;8250
EA31;<437, 5, 200>;False;-4;16;20;8250
EA32;<437, 5, 200>;False;-10;86;0;8250
EA33;<437, 5, 200>;False;-4;16;20;8250
EA34;<437, 5, 200>;False;-10;85;0;8250
EA35;<437, 5, 200>;False;-10;86;0;8250
EA36;<437, 5, 200>;False;-4;19;20;8250
EA37;<437, 5, 200>;False;-10;85;0;8250
EA38;<437, 5, 200>;False;-10;85;0;8250
EA39;<437, 5, 200>;False;-10;86;0;8250
EA40;<437, 5, 200>;False;-7;24;35;8250
EA41;<437, 5, 200>;False;-3;11;20;8250
EA42;<437, 5, 200>;False;-4;16;20;8250
EA43;<437, 5, 200>;False;-12;47;55;8250
EA44;<437, 5, 200>;False;-10;86;0;8250
EA45;<437, 5, 200>;False;-4;18;15;8250
EA46;<437, 5, 200>;False;-3;15;15;8250
EA47;<437, 5, 200>;False;-10;85;0;8250
EA48;<437, 5, 200>;False;-10;87;0;8250
EA49;<437, 5, 200>;False;-10;86;0;8250
EA50;<437, 5, 200>;False;-3;15;15;8250
EA51;<437, 5, 200>;False;-6;19;35;8250
EA52;<437, 5, 200>;False;-10;85;0;8250
EA53;<437, 5, 200>;False;-10;85;0;8250
EA54;<437, 5, 200>;False;-4;19;20;8250
EA55;<437, 5, 200>;True;372;48;330;6300
EA56;<437, 5, 200>;False;-10;87;0;8250
EA57;<437, 5, 200>;False;-7;39;20;8250
EA58;<437, 5, 200>;False;-10;85;0;8250
EA59;<437, 5, 200>;False;-10;86;0;8250
EA60;<437, 5, 200>;False;-10;85;0;8250
EA61;<437, 5, 200>;False;-10;85;0;8250
EA62;<437, 5, 200>;False;-10;86;0;8250
EA63;<437, 5, 200>;False;-10;86;0;8250
EA64;<437, 5, 200>;False;-10;87;0;8250
EA65;<437, 5, 200>;False;-10;85;0;8250
EA66;<437, 5, 200>;False;-10;86;0;8250
EA67;<437, 5, 200>;False;-8;36;20;7700
EA68;<437, 5, 200>;False;-10;85;0;8250
EA69;<437, 5, 200>;False;-5;21;20;8250
EA70;<437, 5, 200>;False;-3;15;15;8250
EA71;<437, 5, 200>;False;-4;19;20;8250
EA72;<437, 5, 200>;False;-10;86;0;8250
EA73;<437, 5, 200>;False;-4;17;20;8250
EA74;<437, 5, 200>;False;-10;61;20;8250
EA75;<437, 5, 200>;False;-4;17;15;8250
EA76;<437, 5, 200>;False;-4;19;15;8250
EA77;<437, 5, 200>;False;-10;85;0;8250
EA78;<437, 5, 200>;False;-11;38;50;8250
EA79;<437, 5, 200>;False;-5;20;20;8250
EA80;<437, 5, 200>;False;-10;85;0;8250
EA81;<437, 5, 200>;False;-3;14;15;8250
EA82;<437, 5, 200>;False;-4;13;20;8250
EA83;<437, 5, 200>;False;-10;86;0;8250
EA84;<437, 5, 200>;False;-10;86;0;8250
EA85;<437, 5, 200>;False;-3;14;15;8250
EA86;<437, 5, 200>;False;-5;15;30;9350
EA87;<437, 5, 200>;False;-10;84;0;8250
EA88;<437, 5, 200>;False;-10;86;0;8250
EA89;<437, 5, 200>;False;-4;12;20;8250
EA90;<437, 5, 200>;False;-10;85;0;8250
EA91;<437, 5, 200>;False;-10;85;0;8250
EA92;<437, 5, 200>;False;-10;85;0;8250
EA93;<437, 5, 200>;False;-7;15;45;8250
EA94;<437, 5, 200>;False;-10;87;0;8250
EA95;<437, 5, 200>;False;-10;85;0;8250
EA96;<437, 5, 200>;False;-4;19;20;8250
EA97;<437, 5, 200>;False;-10;85;0;8250
EA98;<437, 5, 200>;False;-10;86;0;8250
EA99;<437, 5, 200>;False;-5;27;20;8250
EA0;<437, 5, 200>;False;-6;34;20;8250
EA1;<437, 5, 200>;False;-10;86;0;8250
EA2;<437, 5, 200>;False;-4;18;15;8250
EA3;<437, 5, 200>;False;-10;87;0;8250
EA4;<437, 5, 200>;False;-9;59;20;8250
EA5;<437, 5, 200>;False;-4;22;15;8250
EA6;<437, 5, 200>;False;-5;22;20;8250
EA7;<437, 5, 200>;False;-3;16;15;8250
EA8;<437, 5, 200>;False;-4;20;15;8250
EA9;<437, 5, 200>;False;-10;87;0;8250
EA10;<437, 5, 200>;False;-10;86;0;8250
EA11;<437, 5, 200>;False;-4;21;15;8250
EA12;<437, 5, 200>;False;-4;18;15;8250
EA13;<437, 5, 200>;False;-7;41;20;8250
EA14;<437, 5, 200>;False;-4;20;15;8250
EA15;<437, 5, 200>;False;-5;21;20;8250
EA16;<437, 5, 200>;False;-10;86;0;8250
EA17;<437, 5, 200>;False;-5;27;20;8250
EA18;<437, 5, 200>;False;-6;34;20;8250
EA19;<437, 5, 200>;False;-6;33;15;8250
EA20;<437, 5, 200>;False;-7;43;20;8250
EA21;<437, 5, 200>;False;-2;7;15;8250
EA22;<437, 5, 200>;False;-10;85;0;8250
EA23;<437, 5, 200>;False;-3;16;15;8250
EA24;<437, 5, 200>;False;-5;24;20;8250
EA25;<437, 5, 200>;False;-7;38;20;8250
EA26;<437, 5, 200>;True;413;44;375;6600
EA27;<437, 5, 200>;False;-5;26;20;8250
EA28;<437, 5, 200>;False;-10;86;0;8250
EA29;<437, 5, 200>;False;-3;15;15;8250
EA30;<437, 5, 200>;False;-3;16;15;8250
EA31;<437, 5, 200>;False;-6;29;20;8250
EA32;<437, 5, 200>;False;-10;86;0;8250
EA33;<437, 5, 200>;False;-10;85;0;8250
EA34;<437, 5, 200>;False;-8;44;20;8250
EA35;<437, 5, 200>;False;-4;22;15;8250
EA36;<437, 5, 200>;False;-4;19;15;8250
EA37;<437, 5, 200>;False;-4;15;20;8250
EA38;<437, 5, 200>;False;-10;86;0;8250
EA39;<437, 5, 200>;False;-10;85;0;8250
EA40;<437, 5, 200>;False;-4;21;15;8250
EA41;<437, 5, 200>;False;-10;86;0;8250
EA42;<437, 5, 200>;False;-4;20;15;8250
EA43;<437, 5, 200>;False;-6;29;20;8250
EA44;<437, 5, 200>;False;-7;36;20;8250
EA45;<437, 5, 200>;False;-10;86;0;8250
EA46;<437, 5, 200>;False;-5;20;20;8250
EA47;<437, 5, 200>;False;-4;20;15;8250
EA48;<437, 5, 200>;False;-5;20;20;8250
EA49;<437, 5, 200>;False;-5;27;20;8250
EA50;<437, 5, 200>;False;-4;20;15;8250
EA51;<437, 5, 200>;False;-4;17;15;8250
EA52;<437, 5, 200>;False;-3;16;15;8250
EA53;<437, 5, 200>;False;-3;10;20;8250
EA54;<437, 5, 200>;False;-4;17;20;8250
EA55;<437, 5, 200>;False;-9;59;20;8250
EA56;<437, 5, 200>;False;-4;22;15;8250
EA57;<437, 5, 200>;True;382;48;340;6600
EA58;<437, 5, 200>;True;365;56;315;6600
EA59;<437, 5, 200>;False;-4;18;20;8250
EA60;<437, 5, 200>;False;-6;34;20;8250
EA61;<437, 5, 200>;False;-8;46;20;8250
EA62;<437, 5, 200>;False;-10;86;0;8250
EA63;<437, 5, 200>;False;-3;16;15;8250
EA64;<437, 5, 200>;False;-10;86;0;8250
EA65;<437, 5, 200>;False;-6;34;20;8250
EA66;<437, 5, 200>;False;-10;84;0;8250
EA67;<437, 5, 200>;False;-10;85;0;8250
EA68;<437, 5, 200>;False;-9;9;55;7700
EA69;<437, 5, 200>;False;-6;35;20;8250
EA70;<437, 5, 200>;False;-10;85;0;8250
EA71;<437, 5, 200>;False;-7;40;20;8250
EA72;<437, 5, 200>;False;-4;18;15;8250
EA73;<437, 5, 200>;True;370;61;315;6600
EA74;<437, 5, 200>;False;-3;11;15;8250
EA75;<437, 5, 200>;False;-4;21;15;8250
EA76;<437, 5, 200>;False;-6;32;20;8250
EA77;<437, 5, 200>;False;-5;23;20;8250
EA78;<437, 5, 200>;False;-2;8;15;8250
EA79;<437, 5, 200>;False;-3;16;15;8250
EA80;<437, 5, 200>;False;-5;27;20;8250
EA81;<437, 5, 200>;False;-3;14;15;8250
EA82;<437, 5, 200>;False;-5;23;20;8250
EA83;<437, 5, 200>;False;-10;86;0;8250
EA84;<437, 5, 200>;False;-10;85;0;8250
EA85;<437, 5, 200>;False;-10;86;0;8250
EA86;<437, 5, 200>;False;-4;21;15;8250
EA87;<437, 5, 200>;False;-4;22;15;8250
EA88;<437, 5, 200>;False;-5;22;20;8250
EA89;<437, 5, 200>;True;361;47;320;6600
EA90;<437, 5, 200>;False;-3;16;15;8250
EA91;<437, 5, 200>;False;-4;21;15;8250
EA92;<437, 5, 200>;False;-7;37;20;8250
EA93;<437, 5, 200>;False;-7;40;20;8250
EA94;<437, 5, 200>;False;-6;33;20;8250
EA95;<437, 5, 200>;False;-4;23;15;8250
EA96;<437, 5, 200>;False;-10;85;0;8250
EA97;<437, 5, 200>;False;-6;34;20;8250
EA98;<437, 5, 200>;False;-4;19;15;8250
EA99;<437, 5, 200>;False;-10;85;0;8250
EA0;<437, 5, 200>;False;-5;28;15;8250
EA1;<437, 5, 200>;False;-9;53;20;8250
EA2;<437, 5, 200>;False;-5;26;15;8250
EA3;<437, 5, 200>;False;-16;74;55;8800
EA4;<437, 5, 200>;False;-8;10;55;8800
EA5;<437, 5, 200>;False;-10;86;0;8250
EA6;<437, 5, 200>;False;-8;48;20;8250
EA7;<437, 5, 200>;False;-5;26;15;8250
EA8;<437, 5, 200>;False;-10;86;0;8250
EA9;<437, 5, 200>;False;-8;20;50;8800
EA10;<437, 5, 200>;False;-8;45;20;8250
EA11;<437, 5, 200>;False;-7;12;50;8800
EA12;<437, 5, 200>;False;-10;62;20;8250
EA13;<437, 5, 200>;False;-5;31;15;8250
EA14;<437, 5, 200>;False;-7;13;50;8800
EA15;<437, 5, 200>;False;-5;31;15;8250
EA16;<437, 5, 200>;False;-8;16;50;8800
EA17;<437, 5, 200>;False;-5;25;20;8250
EA18;<437, 5, 200>;False;-5;29;15;8250
EA19;<437, 5, 200>;False;-8;20;50;8800
EA20;<437, 5, 200>;False;-7;11;50;8800
EA21;<437, 5, 200>;False;-7;37;20;8250
EA22;<437, 5, 200>;False;-15;70;55;8800
EA23;<437, 5, 200>;False;-6;28;20;8250
EA24;<437, 5, 200>;False;-15;72;55;8800
EA25;<437, 5, 200>;False;-5;28;15;8250
EA26;<437, 5, 200>;False;-10;60;20;8250
EA27;<437, 5, 200>;False;-10;86;0;8250
EA28;<437, 5, 200>;False;-3;15;15;8250
EA29;<437, 5, 200>;False;-8;9;55;8800
EA30;<437, 5, 200>;False;-8;11;55;8800
EA31;<437, 5, 200>;False;-7;10;50;8800
EA32;<437, 5, 200>;False;-5;27;15;8250
EA33;<437, 5, 200>;False;-3;14;15;8250
EA34;<437, 5, 200>;False;-10;85;0;8250
EA35;<437, 5, 200>;False;-10;85;0;8250
EA36;<437, 5, 200>;False;-5;28;15;8250
EA37;<437, 5, 200>;False;-10;61;20;8250
EA38;<437, 5, 200>;False;-5;27;15;8250
EA39;<437, 5, 200>;False;-8;11;55;8800
EA40;<437, 5, 200>;False;-16;80;55;8800
EA41;<437, 5, 200>;False;-8;9;55;8800
EA42;<437, 5, 200>;False;-16;74;55;8800
EA43;<437, 5, 200>;False;-10;85;0;8250
EA44;<437, 5, 200>;False;-6;33;20;8250
EA45;<437, 5, 200>;False;-9;25;50;8800
EA46;<437, 5, 200>;False;-10;86;0;8250
EA47;<437, 5, 200>;False;-15;72;55;8800
EA48;<437, 5, 200>;False;-9;54;20;8250
EA49;<437, 5, 200>;False;-9;19;55;8800
EA50;<437, 5, 200>;False;-9;17;55;8800
EA51;<437, 5, 200>;False;-6;0;55;8800
EA52;<437, 5, 200>;False;-10;86;0;8250
EA53;<437, 5, 200>;False;-8;48;20;8250
EA54;<437, 5, 200>;False;-10;60;20;8250
EA55;<437, 5, 200>;False;-16;73;55;8800
EA56;<437, 5, 200>;False;-4;24;15;8250
EA57;<437, 5, 200>;False;-6;35;20;8250
EA58;<437, 5, 200>;False;-9;56;20;8250
EA59;<437, 5, 200>;False;-10;86;0;8250
EA60;<437, 5, 200>;False;-15;72;55;8800
EA61;<437, 5, 200>;False;-10;85;0;8250
EA62;<437, 5, 200>;False;-8;49;20;8250
EA63;<437, 5, 200>;False;-15;70;50;8800
EA64;<437, 5, 200>;False;-8;13;55;8800
EA65;<437, 5, 200>;False;-10;84;0;8250
EA66;<437, 5, 200>;False;-10;85;0;8250
EA67;<437, 5, 200>;False;-16;76;55;8800
EA68;<437, 5, 200>;False;-5;29;15;8250
EA69;<437, 5, 200>;False;-10;86;0;8250
EA70;<437, 5, 200>;False;-7;43;20;8250
EA71;<437, 5, 200>;False;-10;85;0;8250
EA72;<437, 5, 200>;False;-10;86;0;8250
EA73;<437, 5, 200>;False;-5;27;20;8250
EA74;<437, 5, 200>;False;-4;23;15;8250
EA75;<437, 5, 200>;False;-8;15;50;8800
EA76;<437, 5, 200>;False;-8;16;50;8800
EA77;<437, 5, 200>;False;-10;85;0;8250
EA78;<437, 5, 200>;False;-10;87;0;8250
EA79;<437, 5, 200>;False;-14;68;50;8800
EA80;<437, 5, 200>;False;-9;56;20;8250
EA81;<437, 5, 200>;False;-16;76;55;8800
EA82;<437, 5, 200>;False;-10;84;0;8250
EA83;<437, 5, 200>;False;-16;77;55;8800
EA84;<437, 5, 200>;False;-5;25;15;8250
EA85;<437, 5, 200>;False;-10;83;0;8250
EA86;<437, 5, 200>;False;-16;74;55;8800
EA87;<437, 5, 200>;False;-10;86;0;8250
EA88;<437, 5, 200>;False;-8;11;60;8800
EA89;<437, 5, 200>;False;-10;85;0;8250
EA90;<437, 5, 200>;False;-8;47;20;8250
EA91;<437, 5, 200>;False;-10;85;0;8250
EA92;<437, 5, 200>;False;-4;24;15;8250
EA93;<437, 5, 200>;False;-7;10;50;8800
EA94;<437, 5, 200>;False;-5;26;15;8250
EA95;<437, 5, 200>;False;-10;60;20;8250
EA96;<437, 5, 200>;False;-8;48;20;8250
EA97;<437, 5, 200>;False;-9;58;20;8250
EA98;<437, 5, 200>;False;-5;26;15;8250
EA99;<437, 5, 200>;False;-7;43;20;8250
EA0;<437, 5, 200>;False;-10;85;0;8250
EA1;<437, 5, 200>;False;-10;85;0;8250
EA2;<437, 5, 200>;False;-10;86;0;8250
EA3;<437, 5, 200>;False;-9;52;20;8250
EA4;<437, 5, 200>;False;-4;12;20;8250
EA5;<437, 5, 200>;False;-9;55;20;8250
EA6;<437, 5, 200>;False;-3;13;15;8250
EA7;<437, 5, 200>;False;-10;85;0;8250
EA8;<437, 5, 200>;False;-3;14;15;8250
EA9;<437, 5, 200>;False;-10;85;0;8250
EA10;<437, 5, 200>;False;-5;27;15;8250
EA11;<437, 5, 200>;False;-10;86;0;8250
EA12;<437, 5, 200>;False;-10;86;0;8250
EA13;<437, 5, 200>;False;-3;16;15;8250
EA14;<437, 5, 200>;False;-10;86;0;8250
EA15;<437, 5, 200>;False;-3;10;15;8250
EA16;<437, 5, 200>;False;-4;14;20;8250
EA17;<437, 5, 200>;False;-4;17;20;8250
EA18;<437, 5, 200>;False;-5;31;15;8250
EA19;<437, 5, 200>;False;-4;17;15;8250
EA20;<437, 5, 200>;False;-10;86;0;8250
EA21;<437, 5, 200>;False;-10;64;20;8250
EA22;<437, 5, 200>;False;-3;14;15;8250
EA23;<437, 5, 200>;False;-10;86;0;8250
EA24;<437, 5, 200>;False;-4;15;20;8250
EA25;<437, 5, 200>;False;-5;27;15;8250
EA26;<437, 5, 200>;False;-10;85;0;8250
EA27;<437, 5, 200>;False;-3;15;15;8250
EA28;<437, 5, 200>;False;-10;64;20;8250
EA29;<437, 5, 200>;False;-5;21;20;8250
EA30;<437, 5, 200>;False;-10;86;0;8250
EA31;<437, 5, 200>;False;-5;23;20;8250
EA32;<437, 5, 200>;False;-10;86;0;8250
EA33;<437, 5, 200>;False;-10;64;20;8250
EA34;<437, 5, 200>;False;-5;25;15;8250
EA35;<437, 5, 200>;False;-4;12;20;8250
EA36;<437, 5, 200>;False;-4;14;20;8250
EA37;<437, 5, 200>;False;-9;53;20;8250
EA38;<437, 5, 200>;False;-10;86;0;8250
EA39;<437, 5, 200>;False;-10;60;20;8250
EA40;<437, 5, 200>;False;-4;17;20;8250
EA41;<437, 5, 200>;False;-10;85;0;8250
EA42;<437, 5, 200>;False;-3;11;20;8250
EA43;<437, 5, 200>;False;-3;12;15;8250
EA44;<437, 5, 200>;False;-3;12;15;8250
EA45;<437, 5, 200>;False;-10;86;0;8250
EA46;<437, 5, 200>;False;-10;87;0;8250
EA47;<437, 5, 200>;False;-4;13;20;8250
EA48;<437, 5, 200>;False;-10;86;0;8250
EA49;<437, 5, 200>;False;-10;86;0;8250
EA50;<437, 5, 200>;False;-10;85;0;8250
EA51;<437, 5, 200>;False;-10;86;0;8250
EA52;<437, 5, 200>;False;-10;84;0;8250
EA53;<437, 5, 200>;False;-3;12;15;8250
EA54;<437, 5, 200>;False;-10;86;0;8250
EA55;<437, 5, 200>;False;-4;14;20;8250
EA56;<437, 5, 200>;False;-5;32;15;8250
EA57;<437, 5, 200>;False;-9;52;20;8250
EA58;<437, 5, 200>;False;-8;49;20;8250
EA59;<437, 5, 200>;False;-5;21;20;8250
EA60;<437, 5, 200>;False;-3;13;15;8250
EA61;<437, 5, 200>;False;-10;85;0;8250
EA62;<437, 5, 200>;False;-10;85;0;8250
EA63;<437, 5, 200>;False;-3;13;15;8250
EA64;<437, 5, 200>;False;-10;85;0;8250
EA65;<437, 5, 200>;False;-10;85;0;8250
EA66;<437, 5, 200>;False;-3;14;15;8250
EA67;<437, 5, 200>;False;-10;86;0;8250
EA68;<437, 5, 200>;False;-3;15;15;8250
EA69;<437, 5, 200>;False;-3;15;15;8250
EA70;<437, 5, 200>;False;-5;27;15;8250
EA71;<437, 5, 200>;False;-4;19;20;8250
EA72;<437, 5, 200>;False;-10;85;0;8250
EA73;<437, 5, 200>;False;-5;23;20;8250
EA74;<437, 5, 200>;False;-4;13;20;8250
EA75;<437, 5, 200>;False;-3;13;15;8250
EA76;<437, 5, 200>;False;-4;18;20;8250
EA77;<437, 5, 200>;False;-3;11;20;8250
EA78;<437, 5, 200>;False;-3;12;15;8250
EA79;<437, 5, 200>;False;-10;85;0;8250
EA80;<437, 5, 200>;False;-10;87;0;8250
EA81;<437, 5, 200>;False;-10;85;0;8250
EA82;<437, 5, 200>;False;-3;16;15;8250
EA83;<437, 5, 200>;False;-10;85;0;8250
EA84;<437, 5, 200>;False;-10;86;0;8250
EA85;<437, 5, 200>;False;-4;17;20;8250
EA86;<437, 5, 200>;False;-10;85;0;8250
EA87;<437, 5, 200>;False;-3;13;15;8250
EA88;<437, 5, 200>;False;-10;86;0;8250
EA89;<437, 5, 200>;False;-10;84;0;8250
EA90;<437, 5, 200>;False;-3;12;15;8250
EA91;<437, 5, 200>;False;-9;54;20;8250
EA92;<437, 5, 200>;False;-4;17;15;8250
EA93;<437, 5, 200>;False;-3;14;15;8250
EA94;<437, 5, 200>;False;-10;85;0;8250
EA95;<437, 5, 200>;False;-10;87;0;8250
EA96;<437, 5, 200>;False;-10;85;0;8250
EA97;<437, 5, 200>;False;-10;84;0;8250
EA98;<437, 5, 200>;False;-5;21;20;8250
EA99;<437, 5, 200>;False;-10;85;0;8250
