Name;Coord;Winner;Fitness;GameTime;Score;deffScore;suppScore;townLifeDeviation;deff-ConquerRadius;deff-AttackMinLife;deff-SupportRadius;deff-SupportMaxCap;deff-SupportMinCap;off-ConquerRadius;off-AttackMinLife;off-SupportRadius;off-SupportMaxCap;off-SupportMinCap;supp-ConquerRadius;supp-AttackMinLife;supp-SupportRadius;supp-SupportMaxCap;supp-SupportMinCap;SupportTownRatio;DeffTownRatio;AtkTownRatio;CategorisationRadius
EA62;<3468, 5, 958>;False;91;632;120;-30;1;50;2724;45;3064;93;72;2329;22;246;57;31;2443;96;3386;40;66;19;75;1;3150
EA52;<3468, 5, 958>;False;1;843;0;0;1;50;3653;50;1775;31;7;1500;23;3613;88;70;1390;5;1737;24;13;68;74;7;3903
EA56;<3468, 5, 958>;False;1;643;0;0;1;50;3399;87;3577;93;62;3569;9;162;67;12;3151;15;540;10;96;53;38;13;2657
EA49;<3468, 5, 958>;False;91;695;140;-50;1;50;926;10;3453;29;19;795;11;3640;7;75;2925;32;2687;86;78;75;1;78;1088
EA55;<3468, 5, 958>;False;1;623;0;0;1;50;1559;17;297;5;45;1325;76;3996;5;31;652;92;1392;31;78;61;3;57;1246
EA43;<3468, 5, 958>;False;143;925;200;-70;13;7.13;1420;61;3161;24;23;2961;63;570;43;77;1197;19;3493;18;7;1;15;4;3840
EA32;<3468, 5, 958>;False;1;769;0;0;1;50;443;23;1889;57;69;3903;80;3514;15;64;946;91;845;95;53;82;59;26;914
EA36;<3468, 5, 958>;False;91;716;120;-30;1;50;1454;47;1374;50;40;2352;25;2838;99;89;1205;35;2114;34;11;88;49;0;205
EA34;<3468, 5, 958>;False;1;727;0;0;1;50;1876;12;3440;6;20;418;7;114;56;36;3633;13;682;49;78;25;97;16;2065
EA31;<3468, 5, 958>;False;1;926;0;0;1;50;3994;88;608;91;47;1444;88;2863;15;24;2923;13;1707;11;95;28;36;95;1034
EA152;<3468, 5, 958>;False;71;630;100;-30;1;50;440;68;2785;69;79;1995;23;2588;26;22;2241;43;1232;33;58;18;39;1;149
EA136;<3468, 5, 958>;False;1;642;0;0;1;50;3516;26;2057;58;46;1884;18;1278;18;73;2359;95;2526;27;41;50;17;30;3888
EA109;<3468, 5, 958>;False;1;796;0;0;1;50;1506;82;2917;44;23;1097;92;2459;46;89;3028;98;3299;12;96;55;43;56;3606
EA103;<3468, 5, 958>;False;1;755;0;0;1;50;574;33;2617;96;80;1878;93;1759;24;41;902;5;3188;78;67;64;18;30;3474
EA90;<3468, 5, 958>;False;1;703;0;0;1;50;1477;69;3646;50;81;3889;60;1035;68;45;444;71;1700;43;56;83;21;26;1490
EA88;<3468, 5, 958>;False;1;663;0;0;1;50;679;22;2322;24;6;2560;72;1128;6;96;1180;62;2750;19;64;46;50;53;3195
EA86;<3468, 5, 958>;False;1;696;0;0;1;50;2431;67;2962;85;98;784;77;1647;87;33;1038;16;3647;29;59;17;10;14;1455
EA39;<3468, 5, 958>;False;1;684;0;0;1;50;674;61;861;76;19;3642;62;1012;33;75;375;80;2772;20;57;17;53;11;3966
EA195;<3468, 5, 958>;False;1;662;0;0;1;50;527;17;548;11;16;3931;34;3090;91;44;2641;47;2547;75;91;99;64;90;1539
EA194;<3468, 5, 958>;False;21;659;40;-20;1;50;777;55;211;92;98;1924;52;1219;15;8;2594;13;3494;60;66;82;25;9;1049
EA181;<3468, 5, 958>;False;1;825;0;0;1;50;2526;43;2329;48;73;1869;88;2726;66;51;100;25;3824;92;66;65;60;17;2785
EA172;<3468, 5, 958>;False;1;795;0;0;1;50;3760;84;829;12;35;1860;61;3741;10;83;2398;69;3550;95;79;12;41;11;989
EA173;<3468, 5, 958>;False;1;754;0;0;1;50;2543;89;446;96;81;2074;90;124;77;87;1375;6;3809;20;79;25;37;40;1952
EA166;<3468, 5, 958>;False;1;703;0;0;1;50;480;9;635;76;69;998;95;3715;93;78;229;84;328;98;24;48;88;76;691
EA164;<3468, 5, 958>;False;1;683;0;0;1;50;1621;5;116;5;30;2288;80;3710;19;72;3281;19;1393;82;53;6;66;21;440
EA163;<3468, 5, 958>;False;1;651;0;0;1;50;3754;78;1544;15;81;3668;38;3759;37;93;622;69;2226;42;86;96;76;98;3571
EA157;<3468, 5, 958>;False;1;678;0;0;1;50;158;60;398;75;21;2200;58;2826;66;22;741;26;2907;54;27;88;68;23;1523
EA150;<3468, 5, 958>;False;1;678;0;0;1;50;3379;65;634;66;28;2486;70;1183;29;57;2165;96;2724;59;93;99;20;19;1317
EA139;<3468, 5, 958>;False;1;786;0;0;1;50;2273;17;722;63;47;3999;77;1858;49;45;2504;67;1695;42;69;91;24;53;229
EA130;<3468, 5, 958>;False;1;627;0;0;1;50;3777;24;3927;93;74;387;79;516;40;16;2638;33;2239;15;17;8;50;23;3870
EA126;<3468, 5, 958>;False;1;671;0;0;1;50;3582;15;2544;48;7;1084;71;2829;47;38;455;44;210;97;82;50;11;82;1570
EA116;<3468, 5, 958>;False;1;634;0;0;1;50;2590;41;2020;13;82;3935;31;2076;95;65;1610;12;1505;35;55;98;85;32;3692
EA111;<3468, 5, 958>;False;1;795;0;0;1;50;1906;38;3254;73;56;2562;19;2626;73;25;3903;25;1170;74;55;72;23;31;3176
EA94;<3468, 5, 958>;False;1;766;0;0;1;50;3551;56;824;38;39;3003;20;3685;21;74;287;73;2493;91;32;45;51;62;1724
EA64;<3468, 5, 958>;False;1;670;0;0;1;50;1708;31;247;71;23;1711;44;2221;78;79;3304;29;687;28;91;26;35;12;3159
EA40;<3468, 5, 958>;False;21;822;40;-20;1;50;3836;21;3076;15;25;3930;28;1613;45;33;1098;55;930;48;57;6;53;14;1389
EA187;<3468, 5, 958>;False;224;974;380;-160;4;21.64;2136;95;2077;55;12;1157;27;2331;69;19;1750;99;3198;51;55;97;64;5;502
EA184;<3468, 5, 958>;False;1;622;0;0;1;50;2406;86;2321;69;21;2644;68;2071;32;81;1068;78;2695;67;59;52;5;31;1455
EA165;<3468, 5, 958>;False;1;664;0;0;1;50;3759;24;617;21;60;1841;92;1998;96;30;2032;5;295;5;93;81;39;80;3494
EA156;<3468, 5, 958>;False;1;658;0;0;1;50;3910;25;1837;57;25;1656;99;1336;67;37;899;5;761;76;28;90;25;29;518
EA151;<3468, 5, 958>;False;1;659;0;0;1;50;1459;44;1334;28;46;553;50;3585;81;14;2435;69;2096;94;7;66;64;21;2464
EA135;<3468, 5, 958>;False;1;796;0;0;1;50;2039;98;1671;76;65;243;29;183;54;71;2103;97;3117;22;7;86;29;60;496
EA124;<3468, 5, 958>;False;1;677;0;0;1;50;3022;63;2507;77;29;3889;41;3308;56;18;2671;97;1844;60;54;42;11;74;2487
EA117;<3468, 5, 958>;False;208;838;340;-150;18;5.31;2394;66;136;13;77;1730;83;2012;46;14;1241;24;3906;26;49;18;57;21;1050
EA115;<3468, 5, 958>;False;1;733;0;0;1;50;3845;13;3801;7;30;3593;22;2379;5;52;2349;58;3290;16;31;96;59;32;1902
EA114;<3468, 5, 958>;False;1;621;0;0;1;50;1618;17;3455;63;62;3259;50;3685;79;60;639;9;2346;14;19;41;22;57;2655
EA104;<3468, 5, 958>;False;1;656;0;0;1;50;1049;7;3099;88;51;1900;53;3072;90;38;3254;70;1721;23;16;42;62;75;1607
EA102;<3468, 5, 958>;False;1;678;0;0;1;50;3079;5;1959;99;46;2416;16;909;68;10;2228;19;2740;65;60;23;19;87;1905
EA85;<3468, 5, 958>;False;1;664;0;0;1;50;3025;81;622;39;68;2260;51;3731;34;92;2169;10;3416;78;46;35;36;93;3688
EA80;<3468, 5, 958>;False;1;647;0;0;1;50;1372;8;2164;63;58;3446;45;540;6;57;435;34;3269;61;90;64;29;77;3230
EA74;<3468, 5, 958>;False;1;672;0;0;1;50;1396;91;2975;26;43;2194;62;3530;42;38;581;32;1609;86;12;53;90;3;156
EA66;<3468, 5, 958>;False;1;768;0;0;1;50;2101;87;3275;15;82;199;15;1376;65;81;2298;77;1536;59;69;9;21;62;2010
EA67;<3468, 5, 958>;False;78;741;100;-30;8;11.86;3026;52;2691;75;39;1101;21;411;34;28;2010;83;272;66;47;56;2;68;2781
EA61;<3468, 5, 958>;False;1;646;0;0;1;50;2181;72;560;50;80;1225;48;2788;13;97;3984;85;1915;83;36;71;97;94;2397
EA192;<3468, 5, 958>;False;1;732;0;0;1;50;2570;23;2151;58;10;2762;45;2909;8;65;3283;54;3983;9;73;70;34;63;2942
EA179;<3468, 5, 958>;False;1;636;0;0;1;50;2347;55;1817;91;32;3420;13;3424;32;41;1934;78;170;73;63;19;74;59;1527
EA175;<3468, 5, 958>;False;1;721;0;0;1;50;1608;83;3801;72;94;357;45;3745;85;88;487;47;3538;47;84;42;54;27;2123
EA155;<3468, 5, 958>;False;1;678;0;0;1;50;464;8;3531;88;7;1102;55;867;50;89;1667;16;2647;38;68;6;55;81;3916
EA148;<3468, 5, 958>;False;1;699;0;0;1;50;659;76;1029;33;44;3936;10;1608;85;73;2748;36;2376;29;36;3;51;19;2443
EA147;<3468, 5, 958>;False;1;639;0;0;1;50;2024;85;1092;68;66;3843;79;1389;84;8;1541;36;3440;94;74;83;85;87;1583
EA143;<3468, 5, 958>;False;1;649;0;0;1;50;1311;61;1596;6;53;1759;90;342;99;95;812;10;2211;38;70;55;58;2;3180
EA127;<3468, 5, 958>;False;1;620;0;0;1;50;1816;55;3654;53;26;3656;7;3517;28;15;2469;67;1519;96;6;65;19;9;2300
EA129;<3468, 5, 958>;True;169;325;100;0;69;1.34;1675;81;3362;43;56;2406;5;3274;98;61;136;10;3179;40;47;79;3;46;1768
EA110;<3468, 5, 958>;False;1;633;0;0;1;50;1970;38;1516;97;50;2189;57;1884;79;91;1583;39;1786;23;71;11;50;79;153
EA100;<3468, 5, 958>;False;1;783;0;0;1;50;3557;67;451;10;61;1226;94;980;34;78;1119;76;2988;43;59;59;41;19;1441
EA97;<3468, 5, 958>;False;1;665;0;0;1;50;2363;34;1426;18;77;2666;15;3686;59;61;3299;12;2209;43;31;6;30;96;1824
EA96;<3468, 5, 958>;False;1;635;0;0;1;50;1447;5;2128;21;68;1519;23;1905;49;69;2262;15;2662;69;27;57;33;50;2304
EA83;<3468, 5, 958>;False;1;641;0;0;1;50;3133;31;1413;74;11;3449;89;3659;64;22;3370;89;1804;41;37;9;70;70;739
EA82;<3468, 5, 958>;False;1;668;0;0;1;50;2622;67;3301;90;84;2792;11;2987;30;25;2762;14;3503;92;74;6;83;35;2020
EA195;<3468, 5, 958>;False;161;877;220;-60;1;50;2349;19;2070;7;49;2753;23;1676;117;13;2230;49;798;66;59;76;0;35;4000
EA187;<3468, 5, 958>;False;81;797;120;-40;1;50;3043;71;3875;12;56;2353;37;3777;23;95;2684;22;3199;50;67;75;77;40;505
EA169;<3468, 5, 958>;False;151;799;200;-50;1;50;3666;8;3722;63;86;3826;25;110;41;20;2245;13;2841;71;30;30;3;81;1011
EA166;<3468, 5, 958>;False;1;622;0;0;1;50;1827;65;2648;90;28;1414;96;2130;53;48;2480;13;3776;49;23;28;44;10;2452
EA160;<3468, 5, 958>;False;1;637;0;0;1;50;2664;5;2529;33;84;3867;88;100;98;58;914;40;591;69;76;17;55;56;3729
EA150;<3468, 5, 958>;False;1;765;0;0;1;50;1379;88;819;53;23;1978;84;1946;50;74;1478;64;3047;31;55;40;49;44;3034
EA152;<3468, 5, 958>;False;1;665;0;0;1;50;1107;51;1376;29;49;3200;90;1109;24;40;996;13;2831;74;69;32;10;72;2492
EA146;<3468, 5, 958>;False;95;708;140;-60;15;6.5;2649;53;2661;73;39;1129;21;409;35;28;1938;83;166;70;42;39;4;85;1970
EA109;<3468, 5, 958>;False;1;641;0;0;1;50;2474;42;435;55;66;2653;84;2031;65;67;1744;68;3378;40;69;71;37;5;2273
EA103;<3468, 5, 958>;False;1;653;0;0;1;50;3232;70;1304;23;88;536;67;2098;62;80;2760;31;2634;62;93;66;54;85;3175
EA90;<3468, 5, 958>;False;1;662;0;0;1;50;2315;30;2520;36;74;1444;72;2882;27;71;1030;49;2827;66;99;68;80;69;2228
EA61;<3468, 5, 958>;False;1;667;0;0;1;50;2293;57;3778;56;29;3492;15;208;72;23;3391;61;4000;50;8;51;42;98;4000
EA60;<3468, 5, 958>;False;41;660;40;0;1;50;2461;81;976;41;70;3762;58;2188;43;79;921;90;952;92;54;100;81;0;1550
EA58;<3468, 5, 958>;False;1;677;0;0;1;50;3133;31;1413;74;11;3449;89;3659;64;22;3370;89;1804;41;37;9;70;70;739
EA55;<3468, 5, 958>;False;1;679;0;0;1;50;1477;69;3646;50;81;3889;60;1035;68;45;444;71;1700;43;56;83;21;26;1490
EA0;<3468, 5, 958>;True;190;610;200;-20;10;9.79;1715;13;1458;98;33;3278;21;1855;94;79;2640;85;2316;78;62;94;76;72;531
EA193;<3468, 5, 958>;False;1;791;0;0;1;50;2281;78;1569;73;27;2292;62;2537;53;77;1172;63;1973;27;56;49;77;40;1612
EA186;<3468, 5, 958>;False;1;682;0;0;1;50;1278;33;2522;65;37;100;132;899;10;112;1970;54;3508;45;53;14;33;48;2434
EA140;<3468, 5, 958>;False;1;641;0;0;1;50;918;97;100;68;5;3570;79;1517;78;17;873;46;2934;53;49;54;29;56;1761
EA128;<3468, 5, 958>;False;1;733;0;0;1;50;3126;69;1176;20;79;1316;58;2113;37;71;3945;116;3339;5;121;53;43;55;3500
EA119;<3468, 5, 958>;False;1;684;0;0;1;50;2448;35;2302;11;69;1908;17;945;72;48;3528;12;724;48;76;80;87;28;3307
EA117;<3468, 5, 958>;False;1;661;0;0;1;50;629;5;219;49;5;497;68;1188;28;58;2700;52;1025;94;55;49;61;22;2272
EA113;<3468, 5, 958>;False;1;625;0;0;1;50;1512;46;1372;29;42;163;45;4000;87;14;2489;69;2022;93;6;37;49;38;3285
EA57;<3468, 5, 958>;False;1;689;0;0;1;50;1827;65;2648;90;28;1414;96;2130;53;48;2480;13;3776;49;23;28;44;10;2452
EA37;<3468, 5, 958>;False;1;842;0;0;1;50;1162;44;1451;72;64;468;61;1366;18;15;2828;43;1274;74;14;39;66;18;2238
EA32;<3468, 5, 958>;False;1;698;0;0;1;50;603;72;4000;80;22;2422;13;3714;52;74;3229;81;1733;66;43;48;91;56;1016
EA30;<3468, 5, 958>;False;141;858;260;-120;1;50;926;10;3453;29;19;795;11;3640;7;75;2925;32;2687;86;78;75;1;78;1088
EA29;<3468, 5, 958>;False;1;822;0;0;1;50;2771;38;1054;93;36;3308;56;3055;16;9;163;22;2617;21;91;6;76;78;3271
EA25;<3468, 5, 958>;False;1;797;0;0;1;50;527;17;548;11;16;3931;34;3090;91;44;2641;47;2547;75;91;99;64;90;1539
EA21;<3468, 5, 958>;False;1;660;0;0;1;50;2845;63;2231;80;77;3353;32;3662;52;55;4000;74;1216;84;69;36;24;59;2407
EA24;<3468, 5, 958>;False;1;613;0;0;1;50;2320;44;3056;60;21;3556;5;4000;38;5;1918;88;1578;41;19;75;48;10;3047
EA7;<3468, 5, 958>;False;1;632;0;0;1;50;1555;48;3206;16;109;3778;30;1573;85;29;3848;68;1901;93;24;23;58;37;2508
EA161;<3468, 5, 958>;False;31;645;40;-10;1;50;1243;94;389;58;8;3846;48;1714;79;61;2107;75;2250;14;26;3;16;51;565
EA151;<3468, 5, 958>;False;1;711;0;0;1;50;1059;33;2755;77;44;2789;95;2177;99;84;571;56;1706;80;17;58;68;10;2575
EA148;<3468, 5, 958>;False;1;690;0;0;1;50;1708;31;247;71;23;1711;44;2221;78;79;3304;29;687;28;91;26;35;12;3159
EA93;<3468, 5, 958>;False;1;648;0;0;1;50;3522;70;858;20;95;2431;31;2785;61;54;1158;42;2381;73;28;47;70;47;2008
EA88;<3468, 5, 958>;False;51;734;100;-50;1;50;2394;66;136;13;77;1730;83;2012;46;14;1241;24;3906;26;49;18;57;21;1050
EA45;<3468, 5, 958>;False;1;777;0;0;1;50;3341;85;1389;40;95;3413;38;3906;98;57;2570;30;652;63;36;77;72;48;3932
EA50;<3468, 5, 958>;True;128;248;100;0;28;3.42;3645;93;1435;92;88;3509;5;3627;10;48;3853;62;1435;71;60;3;43;80;663
EA39;<3468, 5, 958>;False;1;771;0;0;1;50;846;49;213;94;99;1509;53;1418;10;5;2718;22;3359;59;60;57;25;4;2595
EA41;<3468, 5, 958>;False;1;657;0;0;1;50;1672;81;3366;43;56;2227;19;2829;82;59;100;8;3388;42;49;54;21;38;1712
EA20;<3468, 5, 958>;False;1;675;0;0;1;50;2588;36;807;84;79;1773;49;1402;23;17;3907;70;1868;97;89;72;38;37;1455
EA10;<3468, 5, 958>;False;81;985;140;-60;1;50;1313;32;2294;51;57;3518;45;539;5;58;100;32;3819;70;99;78;3;86;4000
EA2;<3468, 5, 958>;False;1;656;0;0;1;50;100;37;1985;97;82;2476;98;2258;17;51;2052;23;2558;36;33;79;9;31;3366
EA9;<3468, 5, 958>;False;1;649;0;0;1;50;2709;31;959;21;49;2357;70;3765;20;33;1130;78;2228;44;65;73;44;48;2339
EA188;<3468, 5, 958>;False;1;747;0;0;1;50;2225;87;1040;74;21;354;12;3229;65;9;2811;69;298;52;43;92;87;63;2108
EA182;<3468, 5, 958>;False;1;754;0;0;1;50;3048;15;1513;62;89;3478;89;1534;5;86;1566;7;569;47;63;19;77;22;2849
EA181;<3468, 5, 958>;False;1;623;0;0;1;50;2101;87;3275;15;82;199;15;1376;65;81;2298;77;1536;59;69;9;21;62;2010
EA174;<3468, 5, 958>;False;31;640;40;-10;1;50;1954;82;1907;73;85;1232;49;2224;31;70;3890;17;3254;75;40;79;11;72;660
EA149;<3468, 5, 958>;False;11;703;20;-10;1;50;2209;49;2406;34;67;1763;46;638;67;59;2031;41;2063;14;77;11;13;48;100
EA145;<3468, 5, 958>;False;1;685;0;0;1;50;879;11;3189;45;77;3956;48;114;84;22;1972;40;475;41;81;56;97;54;927
EA134;<3468, 5, 958>;False;1;754;0;0;1;50;3707;89;745;38;77;139;67;342;61;95;3343;42;3267;71;11;80;60;71;857
EA135;<3468, 5, 958>;False;1;655;0;0;1;50;2150;70;2225;40;89;3897;89;1687;35;91;3766;79;3793;81;85;96;59;46;2420
EA129;<3468, 5, 958>;False;1;663;0;0;1;50;163;66;421;67;33;262;46;1214;81;64;915;74;1443;85;21;6;4;25;2278
EA123;<3468, 5, 958>;False;1;662;0;0;1;50;3081;50;2904;66;72;1056;44;2477;32;75;2521;49;1064;65;75;7;56;56;2559
EA95;<3468, 5, 958>;False;1;783;0;0;1;50;3759;24;617;21;60;1841;92;1998;96;30;2032;5;295;5;93;81;39;80;3494
EA97;<3468, 5, 958>;False;31;636;40;-10;1;50;1065;22;2506;27;49;3291;52;764;45;80;1187;5;438;89;88;35;74;0;2859
EA92;<3468, 5, 958>;False;1;651;0;0;1;50;1240;17;1299;44;62;3520;34;1620;46;33;1446;50;2223;43;46;18;62;57;2517
EA74;<3468, 5, 958>;False;1;668;0;0;1;50;2347;55;1817;91;32;3420;13;3424;32;41;1934;78;170;73;63;19;74;59;1527
EA62;<3468, 5, 958>;True;254;818;300;-60;14;7.01;4000;5;4000;61;105;4000;22;100;36;14;2480;5;3088;68;31;39;2;100;531
EA48;<3468, 5, 958>;False;1;676;0;0;1;50;1452;61;1647;6;51;3055;55;1617;61;65;776;12;2045;40;61;61;55;19;3338
EA12;<3468, 5, 958>;False;1;697;0;0;1;50;2842;81;146;5;28;1855;77;3056;97;40;678;31;1371;59;43;85;49;2;353
EA3;<3468, 5, 958>;False;1;652;0;0;1;50;2557;14;1713;43;23;943;98;931;27;82;3424;67;2970;87;92;30;14;72;1085
EA165;<3468, 5, 958>;False;41;740;80;-40;1;50;2522;14;2940;52;13;1693;31;3168;19;15;1249;68;2001;70;13;73;10;20;1509
EA156;<3468, 5, 958>;True;201;676;200;-10;11;8.41;3666;8;3722;63;86;3826;25;110;41;20;2245;13;2841;71;30;30;3;81;1011
EA153;<3468, 5, 958>;False;131;677;180;-50;1;50;2356;61;2804;86;91;2975;27;1829;93;73;1189;22;3521;33;59;100;100;96;145
EA144;<3468, 5, 958>;False;61;589;80;-20;1;50;2724;45;3064;93;72;2329;22;246;57;31;2443;96;3386;40;66;19;75;1;3150
EA138;<3468, 5, 958>;False;1;755;0;0;1;50;1311;61;1596;6;53;1759;90;342;99;95;812;10;2211;38;70;55;58;2;3180
EA131;<3468, 5, 958>;False;1;669;0;0;1;50;2186;38;1571;60;71;2089;70;2628;74;63;3275;26;1887;49;50;32;14;72;3484
EA120;<3468, 5, 958>;False;1;719;0;0;1;50;1885;60;1973;66;41;4000;64;3099;5;5;2418;62;3517;11;22;29;24;59;3216
EA102;<3468, 5, 958>;False;61;675;100;-40;1;50;2736;20;3048;40;17;2368;37;3261;21;81;4000;83;3472;99;88;79;0;16;2090
EA99;<3468, 5, 958>;False;1;648;0;0;1;50;3559;88;1238;20;50;845;40;3297;17;33;1402;81;960;14;62;63;82;19;1447
EA94;<3468, 5, 958>;False;1;630;0;0;1;50;1852;59;3091;69;67;2514;18;2424;69;26;3322;29;1539;73;50;43;15;55;2666
EA87;<3468, 5, 958>;False;1;795;0;0;1;50;1416;97;2947;58;99;1234;95;2595;69;93;3796;97;3392;15;61;56;23;7;3850
EA43;<3468, 5, 958>;False;1;781;0;0;1;50;1621;5;116;5;30;2288;80;3710;19;72;3281;19;1393;82;53;6;66;21;440
EA33;<3468, 5, 958>;False;1;699;0;0;1;50;2143;45;1571;90;47;3172;53;2726;14;14;1615;15;2846;61;94;30;28;89;1203
EA17;<3468, 5, 958>;False;1;708;0;0;1;50;675;67;2593;61;39;1102;91;2450;46;88;3092;103;3909;11;95;29;10;94;1588
EA8;<3468, 5, 958>;False;1;632;0;0;1;50;1740;59;3539;49;29;1077;41;659;55;22;2869;57;922;56;18;54;39;23;1665
EA198;<3468, 5, 958>;False;1;634;0;0;1;50;443;23;1889;57;69;3903;80;3514;15;64;946;91;845;95;53;82;59;26;914
EA197;<3468, 5, 958>;False;1;645;0;0;1;50;100;51;1717;61;58;1962;63;176;94;7;3802;19;2320;77;74;77;27;18;2342
EA190;<3468, 5, 958>;False;1;768;0;0;1;50;2809;38;2444;37;65;3059;89;521;95;88;3609;56;2841;85;40;43;47;21;1988
EA180;<3468, 5, 958>;False;1;801;0;0;1;50;3868;28;1900;58;36;1277;66;1944;99;44;1620;73;3561;74;15;18;33;76;3404
EA175;<3468, 5, 958>;False;21;719;20;0;1;50;2321;65;1286;81;46;1821;50;1272;83;48;2501;54;3348;57;49;37;69;81;349
EA137;<3468, 5, 958>;False;1;681;0;0;1;50;736;54;782;89;84;984;83;1921;47;36;892;26;2736;55;25;12;68;13;2331
EA111;<3468, 5, 958>;False;1;676;0;0;1;50;1618;17;3455;63;62;3259;50;3685;79;60;639;9;2346;14;19;41;22;57;2655
EA80;<3468, 5, 958>;False;1;648;0;0;1;50;568;75;968;32;41;3096;65;1263;34;57;2396;48;2568;41;34;16;54;25;2624
EA46;<3468, 5, 958>;False;1;814;0;0;1;50;2396;67;2966;83;96;538;41;2579;67;46;2945;75;3593;7;7;24;10;30;2154
EA47;<3468, 5, 958>;False;1;673;0;0;1;50;1949;61;858;69;63;3399;28;2953;40;38;1302;66;2639;85;87;81;83;86;1585
EA40;<3468, 5, 958>;False;1;656;0;0;1;50;2307;38;2404;72;47;1819;25;449;37;21;2332;108;337;75;55;4;24;41;3400
EA36;<3468, 5, 958>;False;1;677;0;0;1;50;2307;49;2646;65;76;1147;41;1603;37;61;1421;54;3805;62;68;78;43;33;3350
EA35;<3468, 5, 958>;False;11;644;20;-10;1;50;2449;77;1385;78;57;1818;53;1638;24;20;2609;14;3297;58;65;66;76;44;704
EA16;<3468, 5, 958>;False;1;858;0;0;1;50;1311;61;1596;6;53;1759;90;342;99;95;812;10;2211;38;70;55;58;2;3180
EA15;<3468, 5, 958>;False;111;873;180;-70;1;50;3479;22;2623;55;35;2090;5;1128;9;72;209;48;2851;67;46;16;21;19;679
EA5;<3468, 5, 958>;False;41;630;80;-40;1;50;1696;25;849;46;68;2414;29;2913;97;87;636;36;1287;29;45;69;41;22;738
EA199;<3468, 5, 958>;False;1;764;0;0;1;50;2366;41;2468;44;71;3223;50;1196;62;42;965;32;2683;80;68;7;98;24;3946
EA189;<3468, 5, 958>;False;1;781;0;0;1;50;3025;81;622;39;68;2260;51;3731;34;92;2169;10;3416;78;46;35;36;93;3688
EA170;<3468, 5, 958>;False;1;710;0;0;1;50;341;16;684;55;75;3209;39;1627;47;34;1518;50;2489;42;44;20;64;62;2636
EA171;<3468, 5, 958>;False;1;661;0;0;1;50;3357;41;1494;55;49;1202;40;3152;5;119;1900;74;3365;75;17;67;92;92;2472
EA147;<3468, 5, 958>;False;1;636;0;0;1;50;2555;86;1221;75;51;296;81;663;73;17;2429;39;3884;47;43;21;68;84;297
EA118;<3468, 5, 958>;True;221;721;240;-30;11;8.66;3666;8;3722;63;86;3826;25;110;41;20;2245;13;2841;71;30;30;3;81;1011
EA122;<3468, 5, 958>;False;1;625;0;0;1;50;705;55;761;89;81;395;96;1482;38;44;2733;34;671;70;8;29;68;16;2151
EA114;<3468, 5, 958>;False;51;797;60;-10;1;50;2236;32;1778;57;13;2499;43;284;5;5;1454;50;2566;55;59;81;10;17;1757
EA91;<3468, 5, 958>;False;11;637;20;-10;1;50;1406;55;1576;45;42;789;45;233;51;13;3001;43;496;10;30;63;65;24;215
EA83;<3468, 5, 958>;False;21;844;40;-20;1;50;817;16;2649;78;13;3301;63;3727;14;61;2597;90;1788;92;42;53;2;75;806
EA86;<3468, 5, 958>;False;1;653;0;0;1;50;2363;34;1426;18;77;2666;15;3686;59;61;3299;12;2209;43;31;6;30;96;1824
EA79;<3468, 5, 958>;False;1;691;0;0;1;50;1134;36;1167;69;28;3017;71;544;76;65;2626;22;3998;96;51;44;9;37;789
EA78;<3468, 5, 958>;False;1;739;0;0;1;50;3341;85;1389;40;95;3413;38;3906;98;57;2570;30;652;63;36;77;72;48;3932
EA75;<3468, 5, 958>;False;1;692;0;0;1;50;571;96;3200;33;52;2822;61;698;43;75;1640;33;3526;15;9;15;13;25;3567
EA68;<3468, 5, 958>;False;1;827;0;0;1;50;1761;7;313;72;56;3726;9;2186;66;66;1808;62;2337;61;70;9;35;49;1965
EA70;<3468, 5, 958>;False;61;682;100;-40;1;50;997;49;396;85;88;2163;40;1289;12;5;3013;40;3228;73;79;100;29;0;1034
EA66;<3468, 5, 958>;False;1;687;0;0;1;50;1878;29;1781;66;57;991;57;748;32;47;2993;48;1147;55;35;25;28;54;2405
EA59;<3468, 5, 958>;False;1;779;0;0;1;50;2436;46;2472;50;75;100;34;3992;89;96;532;49;3504;41;86;44;54;26;2186
EA42;<3468, 5, 958>;False;1;797;0;0;1;50;100;100;100;67;118;3388;33;1248;26;65;3030;78;1668;51;14;72;50;15;2974
EA23;<3468, 5, 958>;False;1;811;0;0;1;50;1563;72;3095;65;78;100;48;3912;82;87;991;38;2537;37;32;77;50;6;644
EA27;<3468, 5, 958>;False;1;689;0;0;1;50;2390;77;2130;68;24;4000;79;1803;53;35;2747;65;1525;37;70;98;27;57;100
EA13;<3468, 5, 958>;False;1;838;0;0;1;50;2343;56;1296;35;40;2633;92;2004;90;80;903;51;1669;79;19;55;70;57;959
EA14;<3468, 5, 958>;False;1;683;0;0;1;50;4000;98;1213;66;99;498;65;2474;46;36;727;69;333;6;72;83;12;100;1690
EA1;<3468, 5, 958>;False;1;656;0;0;1;50;1072;7;3112;86;51;2540;29;2245;39;75;2538;56;2022;18;46;38;56;69;1376
EA72;<3468, 5, 958>;False;71;795;100;-30;1;50;1822;43;1675;30;19;2019;37;2607;88;81;1876;34;1479;49;9;72;53;4;706
